spp_site,PC1,PC2,PC3,PC4,PC5,PC6
HELENIUM AMARUM_bfl.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
AMBROSIA PSILOSTACHYA_bfl.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CROTON LINDHEIMERIANUS_bfl.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
EVOLVULUS SERICEUS_bfl.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
QUERCUS FUSIFORMIS_bfl.us,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
HETEROPOGON CONTORTUS_bfl.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
LECHEA SAN-SABEANA_bfl.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SCHIZACHYRIUM SCOPARIUM_bfl.us,-0.001727395,0.226231149,-0.005269593,-0.267599233,-0.153585419,0.183220734
GALACTIA MARGINALIS_bfl.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
PASPALUM SETACEUM_bfl.us,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ARISTIDA PURPUREA_bfl.us,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
DIODIA TERES_bfl.us,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
CAMPANULA ROTUNDIFOLIA_biddulph.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
HELICTOTRICHON HOOKERI_biddulph.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ELYMUS SMITHII_biddulph.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
KOELERIA MACRANTHA_biddulph.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
CERASTIUM ARVENSE_biddulph.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ALTERNANTHERA SESSILIS_brokenh.au,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
SCLEROLAENA DIACANTHA_brokenh.au,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
OLEARIA SP._brokenh.au,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ACTINOBOLE ULIGINOSUM_brokenh.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
RHODANTHE PYGMAEA_brokenh.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CRASSULA COLORATA_brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
LOTUS _brokenh.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ARISTIDA SP._brokenh.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
THYRIDOLEPIS MITCHELLIANA_brokenh.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SOLANUM ELLIPTICUM_brokenh.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
UNKNOWN _brokenh.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
UNKNOWN ASTERACEAE _brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
LEMOORIA BURKITTII_brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
MAIREANA PYRAMIDATA_brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
DAUCUS GLOCHIDIATUS_brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
HARMSIODOXA BREVIPES_brokenh.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
HYPOCHAERIS RADICATA_brokenh.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
GOODENIA CYLCOPTERA_brokenh.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
ZIZIA APTERA_brookdale.ca,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SYMPHORICARPOS OCCIDENTALIS_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
SONCHUS ASPER_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
CIRSIUM ARVENSE_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
HELIOPSIS HELIANTHOIDES_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
ARTEMISIA LUDOVICIANA_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
SOLIDAGO CANADENSIS_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
SOLIDAGO RIGIDA_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
HELIANTHUS SP.(BROOKDALE.CA)_brookdale.ca,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
GLYCYRRHIZA LEPIDOTA_brookdale.ca,-0.055676912,0.058807843,0.116956675,0.124556756,0.181679309,-0.095835267
LATHYRUS PALUSTRIS_brookdale.ca,-0.057859484,0.063767167,0.107823297,0.110039778,0.229223393,-0.084774229
LATHYRUS VENOSUS_brookdale.ca,-0.055676912,0.058807843,0.116956675,0.124556756,0.181679309,-0.095835267
VICIA AMERICANA_brookdale.ca,-0.060470844,0.069728254,0.084384253,0.070168671,0.369092586,-0.099667813
LATHYRUS SP.(BROOKDALE.CA)_brookdale.ca,-0.060470844,0.069728254,0.084384253,0.070168671,0.369092586,-0.099667813
TRIFOLIUM SP.(BROOKDALE.CA)_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
AGASTACHE FOENICULUM_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
CYPRIPEDIUM PARVIFLORUM_brookdale.ca,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
BROMUS INERMIS_brookdale.ca,-0.055676912,0.058807843,0.116956675,0.124556756,0.181679309,-0.095835267
POA PRATENSIS_brookdale.ca,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
STIPA SPARTEA_brookdale.ca,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
ANDROPOGON GERARDII_brookdale.ca,0.095870705,-0.05282246,-0.080617826,-0.027091749,-0.052338675,0.011534263
ANEMONASTRUM CANADENSE_brookdale.ca,0.095870705,-0.05282246,-0.080617826,-0.027091749,-0.052338675,0.011534263
THALICTRUM VENULOSUM_brookdale.ca,0.095870705,-0.05282246,-0.080617826,-0.027091749,-0.052338675,0.011534263
ROSA ACICULARIS_brookdale.ca,0.001663126,0.099758586,-0.155571669,-0.125292739,0.333366148,0.005303532
GALIUM BOREALE_brookdale.ca,0.095870705,-0.05282246,-0.080617826,-0.027091749,-0.052338675,0.011534263
CERASTIUM ARVENSE_brookdale.ca,-0.120575716,-0.001819381,-0.04108789,-0.088017364,0.372211383,0.027062969
ACHILLEA MILLEFOLIUM_brookdale.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ALLIUM CERNUUM_brookdale.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
CAMPANULA ROTUNDIFOLIA_brookdale.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
LITHOSPERMUM CAROLINIENSE_cedarsav.us,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ARTEMISIA LUDOVICIANA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
COREOPSIS PALMATA_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
LIATRIS ASPERA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
LATHYRUS VENOSUS_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
AMORPHA CANESCENS_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
QUERCUS ELLIPSOIDALIS_cedarsav.us,-0.120575716,-0.001819381,-0.04108789,-0.088017364,0.372211383,0.027062969
QUERCUS MACROCARPA_cedarsav.us,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
PANICUM PERLONGUM_cedarsav.us,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
STIPA SPARTEA_cedarsav.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
ANDROPOGON GERARDII_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
SCHIZACHYRIUM SCOPARIUM_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
SORGHASTRUM NUTANS_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
POA PRATENSIS_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
FRANGULA ALNUS_cedarsav.us,-0.120575716,-0.001819381,-0.04108789,-0.088017364,0.372211383,0.027062969
VIOLA PEDATIFIDA_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
LITHOSPERMUM CANESCENS_cedarsav.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
CAMPANULA ROTUNDIFOLIA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SYMPHYOTRICHUM OOLENTANGIENSE_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
EUTHAMIA GRAMINIFOLIA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SYMPHYOTRICHUM ERICOIDES_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
CAREX SP._cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
PANICUM ACUMINATUM_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
PANICUM OLIGOSANTHES_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
RANUNCULUS RHOMBOIDEUS_cedarsav.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
ERIGERON STRIGOSUS_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
AMBROSIA PSILOSTACHYA_cedarsav.us,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
MUHLENBERGIA RACEMOSA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
ROSA ARKANSANA_cedarsav.us,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
SISYRINCHIUM CAMPESTRE_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SPOROBOLUS CRYPTANDRUS_cedarsav.us,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
SOLIDAGO MISSOURIENSIS_cedarsav.us,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
BOUTELOUA CURTIPENDULA_cedarsav.us,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
ERAGROSTIS SPECTABILIS_cedarsav.us,0.016449323,-0.054853648,0.145583809,0.150349444,0.054165917,-0.094580443
POLYGONATUM BIFLORUM_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
COMANDRA UMBELLATA_cedarsav.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
AMPHICARPAEA BRACTEATA_cedarsav.us,-0.162286148,-0.058552896,0.044494321,-0.009146599,0.137320626,0.037412837
PHLOX PILOSA_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ANEMONE CYLINDRICA_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CHONDROSUM HIRSUTUM_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
VIOLA SP._cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
HELIANTHEMUM BICKNELLII_cedarsav.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
SCUTELLARIA GALERICULATA_cedarsav.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
ACHILLEA MILLEFOLIUM_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
COREOPSIS PALMATA_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
LIATRIS ASPERA_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SOLIDAGO NEMORALIS_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SOLIDAGO RIGIDA_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
CAREX SP._cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CYPERUS SP._cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
PETALOSTEMON CANDIDUS_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
PETALOSTEMON PURPUREUS_cedartrait.us,0.026347093,0.084966682,-0.236389535,-0.161644791,0.137729715,-0.256865693
LESPEDEZA CAPITATA_cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
LUPINUS PERENNIS_cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
MONARDA FISTULOSA_cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
AGROSTIS STOLONIFERA_cedartrait.us,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
PANICUM OLIGOSANTHES_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
ANDROPOGON GERARDII_cedartrait.us,-0.001727395,0.226231149,-0.005269593,-0.267599233,-0.153585419,0.183220734
SCHIZACHYRIUM SCOPARIUM_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
POA PRATENSIS_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
BRYOPHYTE_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
TARAXACUM CAMPYLODES_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
AMORPHA CANESCENS_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
SORGHASTRUM NUTANS_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
BAPTISIA ALBA_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
DALEA VILLOSA_cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
BROMUS INERMIS_cedartrait.us,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
ASCLEPIAS TUBEROSA_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
PANICUM ACUMINATUM_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
BOUTELOUA CURTIPENDULA_cedartrait.us,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
POA PALUSTRIS_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
RUMEX ACETOSELLA_cedartrait.us,-0.114704373,-0.015194099,-0.001194984,-0.021405837,0.142677933,0.031756861
JUNIPERUS COMMUNIS_cedartrait.us,-0.121680443,0.133255745,0.113368941,0.122316104,-0.020316999,-0.135898099
KOELERIA MICRATHERA_cedartrait.us,-0.060470844,0.069728254,0.084384253,0.070168671,0.369092586,-0.099667813
PANICUM PERLONGUM_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
VERBASCUM THAPSUS_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
BOUTELOUA GRACILIS_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
AGROSTIS SCABRA_cedartrait.us,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CHONDROSUM HIRSUTUM_cedartrait.us,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
LINARIA VULGARIS_cedartrait.us,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
ROSA ARKANSANA_cedartrait.us,-0.117377467,-0.009120192,-0.012381041,-0.039185431,0.200907307,0.045303811
BACCHARIS SP.(chacra.ar)_chacra.ar,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
NOTICASTRUM SERICEUM_chacra.ar,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
HYPOCHAERIS RADICATA_charleville.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
THYRIDOLEPIS MITCHELLIANA_charleville.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
EREMOPHILA GILESII_charleville.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
SCLEROLAENA ERIACANTHA_charleville.au,-0.117377467,-0.009120192,-0.012381041,-0.039185431,0.200907307,0.045303811
MEDICAGO LACINIATA_charleville.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
TRIPOGON LOLIIFORMIS_charleville.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
KENNEDIA PROCURRENS_charleville.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
EMEX AUSTRALIS_charleville.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
GOODENIA CYLCOPTERA_charleville.au,-0.120575716,-0.001819381,-0.04108789,-0.088017364,0.372211383,0.027062969
BULBINE BULBOSA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CUPHONOTUS HUMISTRATUS_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
SCLEROLAENA DIACANTHA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
HYALOSPERMA SEMISTERILE_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ACTINOBOLE ULIGINOSUM_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
RHODANTHE PYGMAEA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CRASSULA COLORATA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
MEDICAGO LACINIATA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ERODIUM CRINITUM_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
GOODENIA CYLCOPTERA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
STIPA SCABRA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
EREMOPHILA DUTTONII_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
PTILOTUS ATRIPLICIFOLIUS_cobar.au,0.095721928,-0.052816223,-0.079935434,-0.026588964,-0.053081167,0.011428912
RHODANTHE FLORIBUNDA_cobar.au,0.117356423,-0.060313553,-0.190142541,-0.112275734,-0.076671032,-0.268875804
AVENA SP._cobar.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
UNKNOWN _cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
CALOTIS CYMBACANTHA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
TRIPOGON LOLIIFORMIS_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ARISTIDA CONTORTA_cobar.au,-0.117377467,-0.009120192,-0.012381041,-0.039185431,0.200907307,0.045303811
BRACHYCOME CAMPYLOCARPA_cobar.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
UNKNOWN ASTERACEAE _cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
ISOETOPSIS GRAMINIFOLIA_cobar.au,-0.195541859,0.075985588,-0.005589042,-0.024150064,-0.104716009,-0.017309887
HORDEUM MURINUM_cobar.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
CALOTIS LAPPULACEA_cobar.au,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ERYTHRONIUM OREGONUM_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ALOPECURUS PRATENSIS_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
ACER MACROPHYLLUM_cowidrt.ca,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
CLAYTONIA PERFOLIATA_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
UNKNOWN WEED(COWIDRT.CA)_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
UNKNOWN H(COWIDRT.CA)_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
UNKNOWN GRASS(COWIDRT.CA)_cowidrt.ca,0.13640237,0.038121756,0.026945276,-0.239565893,-0.079102503,0.22453839
PLANTAGO LANCEOLATA_cowidrt.ca,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
VITTADINIA HUMERATA_credoj.au,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
CUCUMIS MYRIOCARPUS_credoj.au,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
ISOETOPSIS GRAMINIFOLIA_credoj.au,0.023460264,0.272671201,0.131533908,-0.013209563,-0.074183291,-0.054116708
CALOTIS HISPIDULA_credom.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
MINURIA SP.(CREDOM.AU)_credom.au,0.015044906,0.089729742,-0.151694792,-0.081167726,0.154019197,0.011336914
SWAINSONA AFFINIS_credom.au,0.106054236,-0.055550493,-0.105447799,-0.031798669,-0.06038155,-0.000673197
ENTEROPOGON RAMOSUS_credom.au,0.106054236,-0.055550493,-0.105447799,-0.031798669,-0.06038155,-0.000673197
MARSDENIA AUSTRALIS_credom.au,0.106054236,-0.055550493,-0.105447799,-0.031798669,-0.06038155,-0.000673197
ISOETOPSIS GRAMINIFOLIA_credom.au,0.099384079,-0.020583067,-0.104968893,-0.138318627,-0.063520193,0.115023144
SIDA SP.(CREDOM.AU)_credom.au,0.099384079,-0.020583067,-0.104968893,-0.138318627,-0.063520193,0.115023144
SIDA SPODOCHROMA_credom.au,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
DAUCUS CAROTA_elvadrt.ee,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
CREPIS TECTORUM_elvadrt.ee,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
SCORZONEROIDES AUTUMNALIS_elvadrt.ee,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
LEUCANTHEMUM VULGARE_elvadrt.ee,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
AGROSTIS STOLONIFERA_elvadrt.ee,0.084669863,0.209143709,0.10254922,-0.065356995,0.315226294,-0.017886422
SILENE NUTANS_elvadrt.ee,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
RUELLIA MORONGII_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
PFAFFIA TUBEROSA_eea.br,0.087281223,0.203182622,0.125988264,-0.025485889,0.175357101,-0.002992838
CYCLOSPERMUM LEPTOPHYLLUM_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
CENTELLA ASIATICA_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
HYDROCOTYLE EXIGUA_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
CHAPTALIA EXSCAPA_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
CHEVREULIA ACUMINATA_eea.br,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
ELEPHANTOPUS MOLLIS_eea.br,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
GNAPHALIUM AMERICANUM_eea.br,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
CAREX PHALAROIDES_eea.br,-0.117377467,-0.009120192,-0.012381041,-0.039185431,0.200907307,0.045303811
DESMODIUM INCANUM_eea.br,-0.026368137,-0.154400427,0.033865953,0.010183626,-0.01349344,0.0332937
STYLOSANTHES LEIOCARPA_eea.br,0.117805322,0.06572283,-0.118127901,0.310116766,0.025111964,0.074048082
HYPOXIS DECUMBENS_eea.br,0.117805322,0.06572283,-0.118127901,0.310116766,0.025111964,0.074048082
SISYRINCHIUM MICRANTHUM_eea.br,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
SCUTELLARIA RACEMOSA_eea.br,0.117805322,0.06572283,-0.118127901,0.310116766,0.025111964,0.074048082
PIPTOCHAETIUM MONTEVIDENSE_eea.br,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
ANDROPOGON LATERALIS_eea.br,0.098331977,0.007141386,-0.257647137,0.21431403,-0.033802464,0.207444819
COELORACHIS SELLOANA_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
PASPALUM PAUCIFOLIUM_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
PASPALUM PLICATULUM_eea.br,0.16159003,0.084561807,0.163748777,0.014823777,0.000299625,-0.012799052
