"site_code","block","plot","subplot","year","mass","mass_category","note_biomass"
"ciempoz.es",1,2,"A",2017,177.9736,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,2,"A",2018,194.6612,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,2,"A",2019,146.6503,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,3,"A",2015,287.935,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,3,"A",2016,371.8274,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,3,"A",2017,295.171075,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,3,"A",2018,196.9185,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,3,"A",2019,94.304125,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,4,"A",2015,195.484025,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,4,"A",2016,259.97465,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,4,"A",2017,332.525175,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,4,"A",2018,386.151575,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,4,"A",2019,219.12845,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,5,"A",2015,39.48125,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,5,"A",2016,109.849925,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,5,"A",2017,94.37165,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,5,"A",2018,79.14905,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,5,"A",2019,51.7789,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,6,"A",2015,91.13025,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,6,"A",2016,49.883525,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,6,"A",2017,54.219425,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,6,"A",2018,40.56515,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,6,"A",2019,39.7438,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,7,"A",2015,215.4907,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,7,"A",2016,154.82385,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,7,"A",2017,186.1131,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,7,"A",2018,131.7851,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,7,"A",2019,91.3729,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,8,"A",2015,65.6227,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,8,"A",2016,65.05255,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,8,"A",2017,63.115125,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,8,"A",2018,78.79675,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,8,"A",2019,37.2852,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,9,"A",2015,206.459625,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,9,"A",2016,224.834275,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,9,"A",2017,149.6333,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,9,"A",2018,95.57895,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,9,"A",2019,97.9777,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,10,"A",2015,46.813525,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,10,"A",2016,82.197,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,10,"A",2017,75.597975,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,10,"A",2018,111.254175,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,10,"A",2019,10.30145,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,11,"A",2015,173.9279125,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,11,"A",2016,150.6955,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,11,"A",2017,172.230025,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,11,"A",2018,244.151625,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,11,"A",2019,248.267025,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,12,"A",2015,213.264975,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,12,"A",2016,181.072675,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,12,"A",2017,161.4464,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,12,"A",2018,222.932025,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,12,"A",2019,169.417625,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,13,"A",2015,98.117,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,13,"A",2016,120.1065,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,13,"A",2017,126.913,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,13,"A",2018,163.7165,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,13,"A",2019,14.7655,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,14,"A",2015,205.753625,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,14,"A",2016,443.78,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,14,"A",2017,499.246,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,14,"A",2018,206.985,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"ciempoz.es",1,14,"A",2019,4.7619,"anpp","anpp includes WOODY. Only WOODY and LITTER categories in full_biomass"
"cmss.us",1,1,"A",2015,97.8,"anpp","ANPP does not include WOODY"
"cmss.us",1,1,"A",2016,18.24,"anpp","ANPP does not include WOODY"
"cmss.us",1,1,"A",2017,61.24,"anpp","ANPP does not include WOODY"
"cmss.us",1,1,"A",2018,33.2,"anpp","ANPP does not include WOODY"
"cmss.us",1,1,"A",2019,118.56,"anpp","ANPP does not include WOODY"
"cmss.us",1,2,"A",2015,125.76,"anpp","ANPP does not include WOODY"
"cmss.us",1,2,"A",2016,43.12,"anpp","ANPP does not include WOODY"
"cmss.us",1,2,"A",2017,107.36,"anpp","ANPP does not include WOODY"
"cmss.us",1,2,"A",2018,69.84,"anpp","ANPP does not include WOODY"
"cmss.us",1,2,"A",2019,137.72,"anpp","ANPP does not include WOODY"
"cmss.us",1,3,"A",2015,97.32,"anpp","ANPP does not include WOODY"
"cmss.us",1,3,"A",2016,14,"anpp","ANPP does not include WOODY"
"cmss.us",1,3,"A",2017,59.56,"anpp","ANPP does not include WOODY"
"cmss.us",1,3,"A",2018,51.68,"anpp","ANPP does not include WOODY"
"cmss.us",1,3,"A",2019,37.52,"anpp","ANPP does not include WOODY"
"cmss.us",1,4,"A",2015,77.08,"anpp","ANPP does not include WOODY"
"cmss.us",1,4,"A",2016,24.24,"anpp","ANPP does not include WOODY"
"cmss.us",1,4,"A",2017,71.72,"anpp","ANPP does not include WOODY"
"cmss.us",1,4,"A",2018,77.12,"anpp","ANPP does not include WOODY"
"cmss.us",1,4,"A",2019,83.52,"anpp","ANPP does not include WOODY"
"cmss.us",1,5,"A",2015,107.48,"anpp","ANPP does not include WOODY"
"cmss.us",1,5,"A",2016,28.28,"anpp","ANPP does not include WOODY"
"cmss.us",1,5,"A",2017,74.96,"anpp","ANPP does not include WOODY"
"cmss.us",1,5,"A",2018,68.44,"anpp","ANPP does not include WOODY"
"cmss.us",1,5,"A",2019,76,"anpp","ANPP does not include WOODY"
"cmss.us",1,6,"A",2015,51.52,"anpp","ANPP does not include WOODY"
"cmss.us",1,6,"A",2016,23.36,"anpp","ANPP does not include WOODY"
"cmss.us",1,6,"A",2017,80.24,"anpp","ANPP does not include WOODY"
"cmss.us",1,6,"A",2018,97.88,"anpp","ANPP does not include WOODY"
"cmss.us",1,6,"A",2019,63.8,"anpp","ANPP does not include WOODY"
"cobar.au",1,1,"A",2017,63.246000003,"anpp","anpp includes WOODY"
"cobar.au",1,1,"A",2019,72.650833336,"anpp","anpp includes WOODY"
"cobar.au",1,1,"A",2020,76.666466664,"anpp","anpp includes WOODY"
"cobar.au",1,2,"A",2017,11.589999999,"anpp","anpp includes WOODY"
"cobar.au",1,2,"A",2018,3.963333333,"anpp","anpp includes WOODY"
"cobar.au",1,2,"A",2019,5.495,"anpp","anpp includes WOODY"
"cobar.au",1,2,"A",2020,150.149766663,"anpp","anpp includes WOODY"
"cobar.au",1,3,"A",2017,55.602666656,"anpp","anpp includes WOODY"
"cobar.au",1,3,"A",2018,7.626666666,"anpp","anpp includes WOODY"
"cobar.au",1,3,"A",2019,64.93816667,"anpp","anpp includes WOODY"
"cobar.au",1,3,"A",2020,56.588666666,"anpp","anpp includes WOODY"
"cobar.au",1,4,"A",2017,11.659333334,"anpp","anpp includes WOODY"
"cobar.au",1,4,"A",2019,58.755000006,"anpp","anpp includes WOODY"
"cobar.au",1,4,"A",2020,93.406666663,"anpp","anpp includes WOODY"
"cobar.au",1,6,"A",2017,63.651333333,"anpp","anpp includes WOODY"
"cobar.au",1,6,"A",2018,3.663333333,"anpp","anpp includes WOODY"
"cobar.au",1,6,"A",2019,1.981666667,"anpp","anpp includes WOODY"
"cobar.au",1,6,"A",2020,113.983166667,"anpp","anpp includes WOODY"
"cobar.au",1,8,"A",2017,24.657333332,"anpp","anpp includes WOODY"
"cobar.au",1,8,"A",2019,24.7275,"anpp","anpp includes WOODY"
"cobar.au",1,8,"A",2020,81.6765,"anpp","anpp includes WOODY"
"cowidrt.ca",1,1,"A",2015,147.16,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2016,40.98,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2017,79.64,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2018,154.35,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2019,105.985,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2020,346.26,"anpp","anpp does include WOODY"
"cowidrt.ca",1,1,"A",2021,212.39,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2015,89.49,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2016,188.9,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2017,228.905,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2018,191.15,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2019,125.33,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2020,121.615,"anpp","anpp does include WOODY"
"cowidrt.ca",1,2,"A",2021,119.24,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2015,120.65,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2016,76.96,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2017,59.94,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2018,139.9,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2019,141.155,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2020,382.455,"anpp","anpp does include WOODY"
"cowidrt.ca",1,3,"A",2021,117.31,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2015,108.1,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2016,196.225,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2017,215.825,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2018,466.5,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2019,133.835,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2020,266.525,"anpp","anpp does include WOODY"
"cowidrt.ca",1,4,"A",2021,252.8725,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2015,87.75,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2016,58.56,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2017,114.705,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2018,74.2,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2019,74.92,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2020,155.825,"anpp","anpp does include WOODY"
"cowidrt.ca",1,5,"A",2021,76.15,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2015,151.45,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2016,97.9,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2017,249.155,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2018,700.8,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2019,140.49,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2020,147.625,"anpp","anpp does include WOODY"
"cowidrt.ca",1,6,"A",2021,218.435,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2015,170.64,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2016,230.62,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2017,222.895,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2018,159.35,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2019,167.435,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2020,163.42,"anpp","anpp does include WOODY"
"cowidrt.ca",1,7,"A",2021,88.165,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2015,67.05,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2016,181.1,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2017,112.805,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2018,71.25,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2019,83.825,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2020,186.22,"anpp","anpp does include WOODY"
"cowidrt.ca",1,8,"A",2021,102.795,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2015,172.65,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2016,349.35,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2017,415.175,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2018,130.5,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2019,94.345,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2020,244.12,"anpp","anpp does include WOODY"
"cowidrt.ca",1,9,"A",2021,112.48,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2015,199.9,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2016,145.06,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2017,274.835,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2018,552.5,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2019,192.55,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2020,345.3,"anpp","anpp does include WOODY"
"cowidrt.ca",1,10,"A",2021,165.88,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2015,186.66,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2016,284.07,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2017,418.24,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2018,147.1,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2019,178.12,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2020,310.71,"anpp","anpp does include WOODY"
"cowidrt.ca",1,11,"A",2021,192.61,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2015,175.6,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2016,207.3,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2017,172.34,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2018,253.8,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2019,157.23,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2020,229.635,"anpp","anpp does include WOODY"
"cowidrt.ca",1,12,"A",2021,257.045,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2015,111.24,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2016,189.55,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2017,182.315,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2018,317.6,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2019,196,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2020,733.82,"anpp","anpp does include WOODY"
"cowidrt.ca",1,13,"A",2021,174.31,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2015,161.72,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2016,199.55,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2017,355.19,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2018,349.7,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2019,194.21,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2020,307.015,"anpp","anpp does include WOODY"
"cowidrt.ca",1,14,"A",2021,88.11,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2015,157.88,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2016,83.2,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2017,140.41,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2018,55.4,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2019,45.85,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2020,234.7775,"anpp","anpp does include WOODY"
"cowidrt.ca",1,15,"A",2021,84.915,"anpp","anpp does include WOODY"
"eea.br",1,12,"A",2016,49,"anpp","Total biomass is anpp"
"eea.br",1,12,"A",2018,126,"anpp","Total biomass is anpp"
"eea.br",1,12,"A",2020,14.2,"anpp","Total biomass is anpp"
"eea.br",1,13,"A",2016,39.2,"anpp","Total biomass is anpp"
"eea.br",1,13,"A",2018,279.3,"anpp","Total biomass is anpp"
"eea.br",1,13,"A",2020,68,"anpp","Total biomass is anpp"
"eea.br",2,22,"A",2016,53.6,"anpp","Total biomass is anpp"
"eea.br",2,22,"A",2018,117.8,"anpp","Total biomass is anpp"
"eea.br",2,22,"A",2020,105.3,"anpp","Total biomass is anpp"
"eea.br",2,25,"A",2016,68.1,"anpp","Total biomass is anpp"
"eea.br",2,25,"A",2018,105.3,"anpp","Total biomass is anpp"
"eea.br",2,25,"A",2020,39,"anpp","Total biomass is anpp"
"eea.br",3,31,"A",2016,85.8,"anpp","Total biomass is anpp"
"eea.br",3,31,"A",2018,105.3,"anpp","Total biomass is anpp"
"eea.br",3,31,"A",2020,47.3,"anpp","Total biomass is anpp"
"eea.br",3,32,"A",2016,51.7,"anpp","Total biomass is anpp"
"eea.br",3,32,"A",2018,179.9,"anpp","Total biomass is anpp"
"eea.br",3,32,"A",2020,88.8,"anpp","Total biomass is anpp"
"eea.br",4,41,"A",2016,40.8,"anpp","Total biomass is anpp"
"eea.br",4,41,"A",2018,233.8,"anpp","Total biomass is anpp"
"eea.br",4,41,"A",2020,26.6,"anpp","Total biomass is anpp"
"eea.br",4,45,"A",2016,76.4,"anpp","Total biomass is anpp"
"eea.br",4,45,"A",2018,84.6,"anpp","Total biomass is anpp"
"eea.br",4,45,"A",2020,39,"anpp","Total biomass is anpp"
"eea.br",5,54,"A",2016,58.6,"anpp","Total biomass is anpp"
"eea.br",5,54,"A",2018,175.8,"anpp","Total biomass is anpp"
"eea.br",5,54,"A",2020,109.5,"anpp","Total biomass is anpp"
"eea.br",5,55,"A",2016,53.9,"anpp","Total biomass is anpp"
"eea.br",5,55,"A",2018,105.3,"anpp","Total biomass is anpp"
"eea.br",5,55,"A",2020,105.3,"anpp","Total biomass is anpp"
"esw.ca",1,1,"A",2015,429.1666598,"anpp","anpp does not include WOODY"
"esw.ca",1,1,"A",2016,283.624954622,"anpp","anpp does not include WOODY"
"esw.ca",1,1,"A",2017,172.729166362,"anpp","anpp does not include WOODY"
"esw.ca",1,1,"A",2018,216.666632,"anpp","anpp does not include WOODY"
"esw.ca",1,1,"A",2019,349.1666667,"anpp","anpp does not include WOODY"
"esw.ca",1,1,"A",2020,102.0817,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2015,358.3333276,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2016,270.779123342,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2017,216.02083294,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2018,263.3332912,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2019,210.41666663,"anpp","anpp does not include WOODY"
"esw.ca",1,2,"A",2020,121.24806,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2015,356.2499943,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2016,702.187387652,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2017,439.920832585,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2018,350.8332772,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2019,600.833333367,"anpp","anpp does not include WOODY"
"esw.ca",1,3,"A",2020,173.33056,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2015,686.2083224,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2016,635.462398326,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2017,309.137499459,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2018,252.4999596,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2019,502.916666633,"anpp","anpp does not include WOODY"
"esw.ca",1,4,"A",2020,224.57974,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2015,296.24999524,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2016,199.595801398,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2017,201.26249966,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2018,233.7499626,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2019,209.16666663,"anpp","anpp does not include WOODY"
"esw.ca",1,5,"A",2020,145.41434,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2015,459.99999262,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2016,294.595786198,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2017,182.883333053,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2018,287.499954,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2019,327.91666663,"anpp","anpp does not include WOODY"
"esw.ca",1,6,"A",2020,162.08074,"anpp","anpp does not include WOODY"
"falls.au",1,1,"A",2017,775.5,"anpp","anpp includes WOODY"
"falls.au",1,1,"A",2018,812.9,"anpp","anpp includes WOODY"
"falls.au",1,1,"A",2019,518.2,"anpp","anpp includes WOODY"
"falls.au",1,2,"A",2017,613,"anpp","anpp includes WOODY"
"falls.au",1,2,"A",2018,1169.2,"anpp","anpp includes WOODY"
"falls.au",1,2,"A",2019,602.7,"anpp","anpp includes WOODY"
"falls.au",1,3,"A",2017,355,"anpp","anpp includes WOODY"
"falls.au",1,3,"A",2018,838.4,"anpp","anpp includes WOODY"
"falls.au",1,3,"A",2019,442.4,"anpp","anpp includes WOODY"
"falls.au",1,4,"A",2017,395.5,"anpp","anpp includes WOODY"
"falls.au",1,4,"A",2018,780.2,"anpp","anpp includes WOODY"
"falls.au",1,4,"A",2019,525.25,"anpp","anpp includes WOODY"
"falls.au",1,5,"A",2017,332,"anpp","anpp includes WOODY"
"falls.au",1,5,"A",2018,389.3,"anpp","anpp includes WOODY"
"falls.au",1,5,"A",2019,478.3,"anpp","anpp includes WOODY"
"falls.au",1,6,"A",2017,301.5,"anpp","anpp includes WOODY"
"falls.au",1,6,"A",2018,682,"anpp","anpp includes WOODY"
"falls.au",1,6,"A",2019,305.9,"anpp","anpp includes WOODY"
"falls.au",1,7,"A",2017,399.5,"anpp","anpp includes WOODY"
"falls.au",1,7,"A",2018,499.25,"anpp","anpp includes WOODY"
"falls.au",1,7,"A",2019,350.45,"anpp","anpp includes WOODY"
"falls.au",1,8,"A",2017,241,"anpp","anpp includes WOODY"
"falls.au",1,8,"A",2018,592.5,"anpp","anpp includes WOODY"
"falls.au",1,8,"A",2019,180.95,"anpp","anpp includes WOODY"
"falls.au",1,9,"A",2017,349.5,"anpp","anpp includes WOODY"
"falls.au",1,9,"A",2018,608.5,"anpp","anpp includes WOODY"
"falls.au",1,9,"A",2019,493.85,"anpp","anpp includes WOODY"
"guaribas.br",1,1,"A",2016,240.472,"anpp","anpp includes WOODY"
"guaribas.br",1,1,"A",2017,149.14,"anpp","anpp includes WOODY"
"guaribas.br",1,1,"A",2018,73.768,"anpp","anpp includes WOODY"
"guaribas.br",1,2,"A",2016,183.43,"anpp","anpp includes WOODY"
"guaribas.br",1,2,"A",2017,269.144,"anpp","anpp includes WOODY"
"guaribas.br",1,2,"A",2018,67.788,"anpp","anpp includes WOODY"
"guaribas.br",1,3,"A",2016,140.052,"anpp","anpp includes WOODY"
"guaribas.br",1,3,"A",2017,88.164,"anpp","anpp includes WOODY"
"guaribas.br",1,3,"A",2018,45.068,"anpp","anpp includes WOODY"
"guaribas.br",1,4,"A",2016,165.192,"anpp","anpp includes WOODY"
"guaribas.br",1,4,"A",2017,52.332,"anpp","anpp includes WOODY"
"guaribas.br",1,4,"A",2018,37.156,"anpp","anpp includes WOODY"
"guaribas.br",2,5,"A",2016,222.9064,"anpp","anpp includes WOODY"
"guaribas.br",2,5,"A",2017,73.956,"anpp","anpp includes WOODY"
